instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,cnt
313,2011-01-14,1,0,1,12,0,5,1,1,0.2,0.197,0.44,0.2537,61
314,2011-01-14,1,0,1,13,0,5,1,1,0.22,0.197,0.37,0.3881,77
315,2011-01-14,1,0,1,14,0,5,1,1,0.22,0.2121,0.41,0.2836,64
316,2011-01-14,1,0,1,15,0,5,1,1,0.24,0.2424,0.38,0.1642,68
317,2011-01-14,1,0,1,16,0,5,1,1,0.22,0.2424,0.41,0.1045,90
318,2011-01-14,1,0,1,17,0,5,1,1,0.22,0.2273,0.41,0.1642,159
319,2011-01-14,1,0,1,18,0,5,1,1,0.2,0.2576,0.47,0,139
320,2011-01-14,1,0,1,19,0,5,1,1,0.16,0.197,0.59,0.0896,92
321,2011-01-14,1,0,1,20,0,5,1,1,0.18,0.2424,0.59,0,68
322,2011-01-14,1,0,1,21,0,5,1,1,0.16,0.2273,0.69,0,52
323,2011-01-14,1,0,1,22,0,5,1,2,0.16,0.2273,0.69,0,36
324,2011-01-14,1,0,1,23,0,5,1,2,0.18,0.2424,0.55,0,27
325,2011-01-15,1,0,1,0,0,6,0,1,0.18,0.2424,0.55,0,28
326,2011-01-15,1,0,1,1,0,6,0,2,0.16,0.197,0.59,0.0896,20
327,2011-01-15,1,0,1,2,0,6,0,2,0.16,0.197,0.59,0.0896,12
328,2011-01-15,1,0,1,3,0,6,0,2,0.16,0.2273,0.59,0,8
329,2011-01-15,1,0,1,4,0,6,0,2,0.16,0.2273,0.59,0,5
330,2011-01-15,1,0,1,5,0,6,0,1,0.16,0.2273,0.59,0,1
331,2011-01-15,1,0,1,6,0,6,0,1,0.14,0.1667,0.63,0.1045,3
332,2011-01-15,1,0,1,7,0,6,0,1,0.14,0.2121,0.63,0,10
333,2011-01-15,1,0,1,8,0,6,0,1,0.14,0.1515,0.63,0.1343,23
334,2011-01-15,1,0,1,9,0,6,0,1,0.16,0.1818,0.64,0.1343,33
335,2011-01-15,1,0,1,10,0,6,0,1,0.18,0.197,0.59,0.1642,59
336,2011-01-15,1,0,1,11,0,6,0,1,0.2,0.197,0.55,0.2239,72
337,2011-01-15,1,0,1,12,0,6,0,1,0.24,0.2273,0.48,0.2239,89
338,2011-01-15,1,0,1,13,0,6,0,1,0.28,0.2576,0.38,0.2985,101
339,2011-01-15,1,0,1,14,0,6,0,1,0.3,0.2879,0.39,0.2836,118
340,2011-01-15,1,0,1,15,0,6,0,2,0.32,0.3182,0.36,0.194,129
341,2011-01-15,1,0,1,16,0,6,0,2,0.34,0.3333,0.34,0.194,128
342,2011-01-15,1,0,1,17,0,6,0,2,0.32,0.303,0.36,0.2836,83
343,2011-01-15,1,0,1,18,0,6,0,2,0.3,0.2879,0.45,0.2537,84
344,2011-01-15,1,0,1,19,0,6,0,2,0.32,0.303,0.39,0.2537,74
345,2011-01-15,1,0,1,20,0,6,0,2,0.32,0.303,0.39,0.2537,41
346,2011-01-15,1,0,1,21,0,6,0,2,0.32,0.303,0.39,0.2239,57
347,2011-01-15,1,0,1,22,0,6,0,2,0.3,0.3182,0.42,0.1045,26
348,2011-01-15,1,0,1,23,0,6,0,1,0.3,0.2879,0.45,0.2836,44
349,2011-01-16,1,0,1,0,0,0,0,1,0.26,0.303,0.56,0,39
350,2011-01-16,1,0,1,1,0,0,0,1,0.26,0.2727,0.56,0.1343,23
351,2011-01-16,1,0,1,2,0,0,0,1,0.26,0.2879,0.56,0.0896,16
352,2011-01-16,1,0,1,3,0,0,0,1,0.22,0.2727,0.69,0,15
353,2011-01-16,1,0,1,4,0,0,0,1,0.26,0.2576,0.56,0.1642,1
354,2011-01-16,1,0,1,5,0,0,0,2,0.26,0.2576,0.56,0.1642,2
355,2011-01-16,1,0,1,6,0,0,0,2,0.26,0.2576,0.56,0.1642,1
356,2011-01-16,1,0,1,7,0,0,0,2,0.24,0.2121,0.56,0.2985,3
357,2011-01-16,1,0,1,8,0,0,0,1,0.22,0.2121,0.55,0.2836,18
358,2011-01-16,1,0,1,9,0,0,0,1,0.22,0.2121,0.51,0.2537,32
359,2011-01-16,1,0,1,10,0,0,0,1,0.22,0.2121,0.51,0.2836,79
360,2011-01-16,1,0,1,11,0,0,0,1,0.24,0.2273,0.44,0.2537,93
361,2011-01-16,1,0,1,12,0,0,0,1,0.24,0.2121,0.41,0.2836,104
362,2011-01-16,1,0,1,13,0,0,0,1,0.26,0.2273,0.35,0.2985,118
363,2011-01-16,1,0,1,14,0,0,0,1,0.28,0.2727,0.36,0.2537,91
364,2011-01-16,1,0,1,15,0,0,0,1,0.26,0.2424,0.38,0.2537,113
365,2011-01-16,1,0,1,16,0,0,0,1,0.24,0.2273,0.38,0.2239,99
366,2011-01-16,1,0,1,17,0,0,0,1,0.22,0.2121,0.37,0.2537,105
367,2011-01-16,1,0,1,18,0,0,0,1,0.2,0.2121,0.4,0.1642,67
368,2011-01-16,1,0,1,19,0,0,0,1,0.18,0.197,0.47,0.1343,61
369,2011-01-16,1,0,1,20,0,0,0,1,0.18,0.197,0.47,0.1642,57
370,2011-01-16,1,0,1,21,0,0,0,1,0.18,0.197,0.51,0.1642,28
371,2011-01-16,1,0,1,22,0,0,0,2,0.2,0.2121,0.49,0.1343,21
372,2011-01-16,1,0,1,23,0,0,0,2,0.2,0.2273,0.4,0.1045,18
373,2011-01-17,1,0,1,0,1,1,0,2,0.2,0.197,0.47,0.2239,17
374,2011-01-17,1,0,1,1,1,1,0,2,0.2,0.197,0.44,0.194,16
375,2011-01-17,1,0,1,2,1,1,0,2,0.18,0.1667,0.43,0.2537,8
376,2011-01-17,1,0,1,3,1,1,0,2,0.18,0.1818,0.43,0.194,2
377,2011-01-17,1,0,1,4,1,1,0,2,0.18,0.197,0.43,0.1343,3
378,2011-01-17,1,0,1,5,1,1,0,2,0.18,0.197,0.43,0.1642,1
379,2011-01-17,1,0,1,6,1,1,0,2,0.18,0.1818,0.43,0.194,5
380,2011-01-17,1,0,1,7,1,1,0,2,0.16,0.1818,0.5,0.1343,13
381,2011-01-17,1,0,1,8,1,1,0,2,0.16,0.1515,0.47,0.2239,33
382,2011-01-17,1,0,1,9,1,1,0,2,0.16,0.1515,0.47,0.2239,47
383,2011-01-17,1,0,1,10,1,1,0,2,0.16,0.1515,0.5,0.2537,57
384,2011-01-17,1,0,1,11,1,1,0,2,0.16,0.1515,0.55,0.194,64
385,2011-01-17,1,0,1,12,1,1,0,2,0.18,0.197,0.47,0.1343,80
386,2011-01-17,1,0,1,13,1,1,0,2,0.18,0.197,0.47,0.1343,93
387,2011-01-17,1,0,1,14,1,1,0,2,0.18,0.2121,0.43,0.1045,86
388,2011-01-17,1,0,1,15,1,1,0,2,0.2,0.2121,0.47,0.1642,93
389,2011-01-17,1,0,1,16,1,1,0,2,0.2,0.2121,0.47,0.1642,82
390,2011-01-17,1,0,1,17,1,1,0,1,0.2,0.197,0.51,0.194,71
391,2011-01-17,1,0,1,18,1,1,0,2,0.18,0.1667,0.55,0.2537,92
392,2011-01-17,1,0,1,19,1,1,0,3,0.18,0.1818,0.59,0.194,60
393,2011-01-17,1,0,1,20,1,1,0,3,0.16,0.1515,0.8,0.194,33
394,2011-01-17,1,0,1,21,1,1,0,3,0.16,0.1515,0.8,0.194,27
395,2011-01-17,1,0,1,22,1,1,0,3,0.14,0.1212,0.93,0.2537,13
396,2011-01-17,1,0,1,23,1,1,0,3,0.16,0.1364,0.86,0.2836,4
397,2011-01-18,1,0,1,12,0,2,1,2,0.2,0.1818,0.86,0.3284,3
398,2011-01-18,1,0,1,13,0,2,1,2,0.2,0.197,0.86,0.2239,22
399,2011-01-18,1,0,1,14,0,2,1,2,0.22,0.2273,0.8,0.1642,28
400,2011-01-18,1,0,1,15,0,2,1,2,0.22,0.2273,0.87,0.1642,35
401,2011-01-18,1,0,1,16,0,2,1,2,0.22,0.2273,0.87,0.194,61
402,2011-01-18,1,0,1,17,0,2,1,2,0.22,0.2273,0.82,0.194,125
403,2011-01-18,1,0,1,18,0,2,1,2,0.22,0.2273,0.8,0.1642,133
404,2011-01-18,1,0,1,19,0,2,1,2,0.22,0.2273,0.8,0.1343,99
405,2011-01-18,1,0,1,20,0,2,1,2,0.22,0.2727,0.87,0,83
406,2011-01-18,1,0,1,21,0,2,1,2,0.22,0.2424,0.93,0.1045,41
407,2011-01-18,1,0,1,22,0,2,1,2,0.22,0.2576,0.93,0.0896,33
408,2011-01-18,1,0,1,23,0,2,1,2,0.22,0.2727,0.93,0,20
409,2011-01-19,1,0,1,0,0,3,1,2,0.22,0.2727,0.93,0,3
410,2011-01-19,1,0,1,1,0,3,1,3,0.22,0.2273,0.93,0.1343,7
411,2011-01-19,1,0,1,2,0,3,1,3,0.22,0.2273,0.93,0.1343,3
412,2011-01-19,1,0,1,4,0,3,1,3,0.22,0.2273,0.93,0.1343,2
413,2011-01-19,1,0,1,5,0,3,1,2,0.22,0.2576,0.93,0.0896,7
414,2011-01-19,1,0,1,6,0,3,1,2,0.22,0.2576,0.93,0.0896,32
415,2011-01-19,1,0,1,7,0,3,1,2,0.24,0.2576,0.92,0.1045,90
416,2011-01-19,1,0,1,8,0,3,1,2,0.24,0.2576,0.93,0.1045,197
417,2011-01-19,1,0,1,9,0,3,1,2,0.24,0.2576,0.93,0.1045,109
418,2011-01-19,1,0,1,10,0,3,1,2,0.26,0.2727,0.93,0.1343,47
419,2011-01-19,1,0,1,11,0,3,1,2,0.28,0.303,0.87,0.0896,52
420,2011-01-19,1,0,1,12,0,3,1,2,0.3,0.3182,0.81,0.0896,70
421,2011-01-19,1,0,1,13,0,3,1,1,0.4,0.4091,0.62,0.2836,78
422,2011-01-19,1,0,1,14,0,3,1,1,0.4,0.4091,0.58,0.2537,75
423,2011-01-19,1,0,1,15,0,3,1,1,0.4,0.4091,0.54,0.2836,82
424,2011-01-19,1,0,1,16,0,3,1,1,0.38,0.3939,0.58,0.3881,104
425,2011-01-19,1,0,1,17,0,3,1,1,0.36,0.3333,0.57,0.3284,197
426,2011-01-19,1,0,1,18,0,3,1,1,0.34,0.3182,0.61,0.2836,161
427,2011-01-19,1,0,1,19,0,3,1,1,0.32,0.2879,0.57,0.4179,112
428,2011-01-19,1,0,1,20,0,3,1,1,0.32,0.303,0.49,0.2985,76
429,2011-01-19,1,0,1,21,0,3,1,1,0.32,0.2879,0.49,0.4179,59
430,2011-01-19,1,0,1,22,0,3,1,1,0.3,0.303,0.52,0.1642,59
431,2011-01-19,1,0,1,23,0,3,1,1,0.3,0.2727,0.52,0.4627,28
689,2011-02-01,1,0,2,0,0,2,1,2,0.16,0.1818,0.64,0.1045,8
690,2011-02-01,1,0,2,1,0,2,1,2,0.16,0.1818,0.69,0.1045,3
691,2011-02-01,1,0,2,2,0,2,1,2,0.16,0.2273,0.69,0,2
692,2011-02-01,1,0,2,3,0,2,1,2,0.16,0.2273,0.69,0,2
693,2011-02-01,1,0,2,5,0,2,1,3,0.14,0.2121,0.93,0,3
694,2011-02-01,1,0,2,6,0,2,1,3,0.14,0.2121,0.93,0,22
695,2011-02-01,1,0,2,7,0,2,1,3,0.16,0.2273,0.93,0,52
696,2011-02-01,1,0,2,8,0,2,1,3,0.16,0.2273,0.93,0,135
697,2011-02-01,1,0,2,9,0,2,1,2,0.16,0.2273,0.93,0,116
698,2011-02-01,1,0,2,10,0,2,1,2,0.16,0.2273,0.93,0,47
699,2011-02-01,1,0,2,11,0,2,1,2,0.18,0.2424,0.86,0,51
700,2011-02-01,1,0,2,12,0,2,1,2,0.2,0.2576,0.86,0,55
701,2011-02-01,1,0,2,13,0,2,1,2,0.2,0.2576,0.86,0,52
702,2011-02-01,1,0,2,14,0,2,1,2,0.22,0.2576,0.8,0.0896,54
703,2011-02-01,1,0,2,15,0,2,1,2,0.24,0.2879,0.75,0,52
704,2011-02-01,1,0,2,16,0,2,1,2,0.24,0.2424,0.75,0.1343,64
705,2011-02-01,1,0,2,17,0,2,1,2,0.24,0.2879,0.75,0,176
706,2011-02-01,1,0,2,18,0,2,1,2,0.24,0.2576,0.81,0.1045,168
707,2011-02-01,1,0,2,19,0,2,1,2,0.24,0.2424,0.81,0.1343,108
708,2011-02-01,1,0,2,20,0,2,1,2,0.22,0.2273,0.87,0.1343,74
709,2011-02-01,1,0,2,21,0,2,1,2,0.22,0.2273,0.87,0.1343,64
710,2011-02-01,1,0,2,22,0,2,1,2,0.22,0.2576,0.87,0.0896,36
711,2011-02-01,1,0,2,23,0,2,1,3,0.2,0.197,0.93,0.194,16
712,2011-02-02,1,0,2,0,0,3,1,3,0.22,0.2424,0.93,0.1045,2
713,2011-02-02,1,0,2,1,0,3,1,3,0.22,0.2273,0.93,0.194,3
714,2011-02-02,1,0,2,2,0,3,1,3,0.22,0.2273,0.93,0.1343,4
715,2011-02-02,1,0,2,3,0,3,1,3,0.22,0.2273,0.93,0.1343,1
716,2011-02-02,1,0,2,4,0,3,1,3,0.22,0.2121,0.93,0.2836,1
717,2011-02-02,1,0,2,5,0,3,1,3,0.22,0.2424,0.93,0.1045,3
718,2011-02-02,1,0,2,6,0,3,1,3,0.22,0.2424,0.93,0.1045,18
719,2011-02-02,1,0,2,7,0,3,1,3,0.22,0.2121,0.93,0.2239,49
720,2011-02-02,1,0,2,8,0,3,1,3,0.22,0.2121,0.93,0.2239,155
721,2011-02-02,1,0,2,9,0,3,1,2,0.24,0.2576,0.93,0.0896,123
722,2011-02-02,1,0,2,10,0,3,1,2,0.22,0.2727,1,0,61
723,2011-02-02,1,0,2,11,0,3,1,2,0.24,0.2273,0.93,0.194,52
724,2011-02-02,1,0,2,12,0,3,1,2,0.24,0.2273,0.93,0.2239,64
725,2011-02-02,1,0,2,13,0,3,1,1,0.34,0.3333,0.93,0.1642,75
726,2011-02-02,1,0,2,14,0,3,1,1,0.38,0.3939,0.82,0.3881,63
727,2011-02-02,1,0,2,15,0,3,1,1,0.38,0.3939,0.76,0.3284,76
728,2011-02-02,1,0,2,16,0,3,1,1,0.36,0.3333,0.71,0.2985,103
729,2011-02-02,1,0,2,17,0,3,1,1,0.36,0.3182,0.53,0.5224,190
730,2011-02-02,1,0,2,18,0,3,1,1,0.34,0.2879,0.42,0.5522,182
731,2011-02-02,1,0,2,19,0,3,1,1,0.28,0.2424,0.45,0.4925,91
732,2011-02-02,1,0,2,20,0,3,1,1,0.24,0.197,0.48,0.5522,75
733,2011-02-02,1,0,2,21,0,3,1,1,0.22,0.197,0.47,0.3284,63
734,2011-02-02,1,0,2,22,0,3,1,1,0.22,0.2121,0.44,0.2537,40
735,2011-02-02,1,0,2,23,0,3,1,1,0.2,0.1667,0.44,0.4478,32
736,2011-02-03,1,0,2,0,0,4,1,1,0.2,0.1667,0.4,0.4478,12
737,2011-02-03,1,0,2,1,0,4,1,1,0.2,0.1515,0.44,0.5224,5
738,2011-02-03,1,0,2,2,0,4,1,1,0.18,0.1667,0.43,0.2537,2
739,2011-02-03,1,0,2,3,0,4,1,1,0.18,0.1667,0.43,0.2537,1
740,2011-02-03,1,0,2,5,0,4,1,1,0.16,0.1364,0.5,0.2985,2
741,2011-02-03,1,0,2,6,0,4,1,1,0.16,0.1364,0.43,0.3582,39
742,2011-02-03,1,0,2,7,0,4,1,1,0.14,0.1212,0.5,0.3284,87
743,2011-02-03,1,0,2,8,0,4,1,1,0.14,0.1212,0.5,0.3582,188
744,2011-02-03,1,0,2,9,0,4,1,1,0.16,0.1364,0.47,0.2985,133
745,2011-02-03,1,0,2,10,0,4,1,1,0.18,0.1515,0.43,0.3284,52
746,2011-02-03,1,0,2,11,0,4,1,1,0.18,0.1364,0.43,0.4478,64
747,2011-02-03,1,0,2,12,0,4,1,1,0.2,0.1818,0.4,0.3582,69
748,2011-02-03,1,0,2,13,0,4,1,1,0.2,0.1667,0.4,0.4179,51
749,2011-02-03,1,0,2,14,0,4,1,1,0.22,0.197,0.37,0.3881,47
750,2011-02-03,1,0,2,15,0,4,1,1,0.22,0.197,0.37,0.3284,60
751,2011-02-03,1,0,2,16,0,4,1,1,0.22,0.2121,0.37,0.2537,78
752,2011-02-03,1,0,2,17,0,4,1,1,0.2,0.197,0.4,0.194,175
753,2011-02-03,1,0,2,18,0,4,1,1,0.2,0.2121,0.4,0.1642,147
754,2011-02-03,1,0,2,19,0,4,1,1,0.2,0.2576,0.4,0,96
755,2011-02-03,1,0,2,20,0,4,1,1,0.2,0.2273,0.47,0.0896,109
756,2011-02-03,1,0,2,21,0,4,1,1,0.18,0.2121,0.55,0.1045,54
757,2011-02-03,1,0,2,22,0,4,1,1,0.18,0.2121,0.51,0.0896,41
758,2011-02-03,1,0,2,23,0,4,1,1,0.2,0.2273,0.47,0.1045,38
759,2011-02-04,1,0,2,0,0,5,1,2,0.2,0.2576,0.44,0,13
760,2011-02-04,1,0,2,1,0,5,1,2,0.16,0.2273,0.59,0,7
761,2011-02-04,1,0,2,2,0,5,1,2,0.14,0.1667,0.63,0.1045,1
762,2011-02-04,1,0,2,3,0,5,1,2,0.14,0.1667,0.63,0.1045,1
763,2011-02-04,1,0,2,5,0,5,1,2,0.14,0.1515,0.63,0.1343,7
764,2011-02-04,1,0,2,6,0,5,1,2,0.16,0.2273,0.55,0,28
765,2011-02-04,1,0,2,7,0,5,1,1,0.14,0.2121,0.59,0,87
766,2011-02-04,1,0,2,8,0,5,1,1,0.14,0.1515,0.74,0.1343,220
767,2011-02-04,1,0,2,9,0,5,1,2,0.16,0.1818,0.8,0.1343,127
768,2011-02-04,1,0,2,10,0,5,1,2,0.2,0.2121,0.51,0.1343,51
769,2011-02-04,1,0,2,11,0,5,1,1,0.22,0.2273,0.51,0.1642,64
770,2011-02-04,1,0,2,12,0,5,1,2,0.24,0.2424,0.48,0.1642,86
771,2011-02-04,1,0,2,13,0,5,1,2,0.26,0.2576,0.5,0.2239,82
772,2011-02-04,1,0,2,14,0,5,1,2,0.28,0.2727,0.45,0.1642,91
773,2011-02-04,1,0,2,15,0,5,1,2,0.28,0.2727,0.48,0.2537,90
774,2011-02-04,1,0,2,16,0,5,1,2,0.3,0.2879,0.42,0.2239,99
775,2011-02-04,1,0,2,17,0,5,1,2,0.26,0.2727,0.56,0.1343,205
776,2011-02-04,1,0,2,18,0,5,1,2,0.24,0.2576,0.6,0.1045,155
777,2011-02-04,1,0,2,19,0,5,1,2,0.24,0.2424,0.65,0.1343,103
778,2011-02-04,1,0,2,20,0,5,1,2,0.24,0.2424,0.65,0.1642,71
779,2011-02-04,1,0,2,21,0,5,1,2,0.24,0.2424,0.7,0.1642,43
780,2011-02-04,1,0,2,22,0,5,1,2,0.24,0.2424,0.65,0.1642,46
781,2011-02-04,1,0,2,23,0,5,1,2,0.24,0.2424,0.7,0.1343,31
782,2011-02-05,1,0,2,0,0,6,0,2,0.24,0.2424,0.7,0.1642,39
783,2011-02-05,1,0,2,1,0,6,0,2,0.24,0.2424,0.65,0.1642,18
784,2011-02-05,1,0,2,2,0,6,0,2,0.24,0.2424,0.75,0.1642,17
785,2011-02-05,1,0,2,3,0,6,0,2,0.24,0.2424,0.75,0.1642,11
786,2011-02-05,1,0,2,4,0,6,0,3,0.22,0.2273,0.93,0.1343,8
787,2011-02-05,1,0,2,5,0,6,0,3,0.2,0.2273,1,0.0896,9
788,2011-02-05,1,0,2,6,0,6,0,3,0.2,0.2576,1,0,4
789,2011-02-05,1,0,2,7,0,6,0,3,0.22,0.2576,0.93,0.0896,4
790,2011-02-05,1,0,2,8,0,6,0,3,0.2,0.2273,1,0.0896,10
791,2011-02-05,1,0,2,9,0,6,0,3,0.2,0.2273,1,0.0896,20
792,2011-02-05,1,0,2,10,0,6,0,3,0.2,0.2121,1,0.1343,34
793,2011-02-05,1,0,2,11,0,6,0,3,0.22,0.2273,1,0.1343,47
794,2011-02-05,1,0,2,12,0,6,0,3,0.22,0.2273,1,0.1642,52
795,2011-02-05,1,0,2,13,0,6,0,3,0.22,0.2273,1,0.1642,72
796,2011-02-05,1,0,2,14,0,6,0,3,0.22,0.2727,1,0,55
797,2011-02-05,1,0,2,15,0,6,0,3,0.22,0.2727,1,0,60
798,2011-02-05,1,0,2,16,0,6,0,3,0.22,0.2273,1,0.1343,71
799,2011-02-05,1,0,2,17,0,6,0,2,0.24,0.2121,1,0.2836,78
800,2011-02-05,1,0,2,18,0,6,0,2,0.28,0.2424,0.93,0.4478,83
801,2011-02-05,1,0,2,19,0,6,0,2,0.28,0.2424,0.93,0.4478,84
802,2011-02-05,1,0,2,20,0,6,0,1,0.3,0.2879,0.87,0.2537,69
803,2011-02-05,1,0,2,21,0,6,0,1,0.26,0.2576,1,0.194,56
804,2011-02-05,1,0,2,22,0,6,0,1,0.26,0.2727,0.93,0.1343,45
805,2011-02-05,1,0,2,23,0,6,0,1,0.26,0.2576,0.93,0.2239,59
806,2011-02-06,1,0,2,0,0,0,0,1,0.26,0.2576,0.7,0.194,39
807,2011-02-06,1,0,2,1,0,0,0,1,0.26,0.2273,0.65,0.4179,44
808,2011-02-06,1,0,2,2,0,0,0,1,0.26,0.2273,0.6,0.3284,20
809,2011-02-06,1,0,2,3,0,0,0,1,0.26,0.2879,0.6,0.0896,13
810,2011-02-06,1,0,2,4,0,0,0,1,0.26,0.2273,0.6,0.3582,2
811,2011-02-06,1,0,2,5,0,0,0,1,0.26,0.2576,0.6,0.2239,1
812,2011-02-06,1,0,2,6,0,0,0,1,0.26,0.2576,0.6,0.2239,1
813,2011-02-06,1,0,2,7,0,0,0,1,0.24,0.2424,0.65,0.1642,8
814,2011-02-06,1,0,2,8,0,0,0,1,0.24,0.2576,0.65,0.1045,23
815,2011-02-06,1,0,2,9,0,0,0,1,0.28,0.2879,0.56,0.1045,45
816,2011-02-06,1,0,2,10,0,0,0,1,0.3,0.2879,0.52,0.2537,89
817,2011-02-06,1,0,2,11,0,0,0,1,0.32,0.303,0.49,0.2537,117
818,2011-02-06,1,0,2,12,0,0,0,1,0.34,0.3333,0.46,0,174
819,2011-02-06,1,0,2,13,0,0,0,1,0.34,0.3636,0.46,0,182
820,2011-02-06,1,0,2,14,0,0,0,1,0.34,0.3485,0.46,0.0896,161
821,2011-02-06,1,0,2,15,0,0,0,1,0.34,0.3485,0.46,0.0896,182
822,2011-02-06,1,0,2,16,0,0,0,1,0.34,0.3485,0.49,0.1045,157
823,2011-02-06,1,0,2,17,0,0,0,1,0.34,0.3636,0.46,0,121
824,2011-02-06,1,0,2,18,0,0,0,1,0.3,0.303,0.56,0.1642,78
825,2011-02-06,1,0,2,19,0,0,0,1,0.28,0.2879,0.61,0.1343,21
826,2011-02-06,1,0,2,20,0,0,0,1,0.28,0.2879,0.61,0.1045,26
827,2011-02-06,1,0,2,21,0,0,0,1,0.26,0.303,0.6,0,27
828,2011-02-06,1,0,2,22,0,0,0,1,0.26,0.303,0.6,0,62
829,2011-02-06,1,0,2,23,0,0,0,1,0.24,0.2879,0.65,0,30
830,2011-02-07,1,0,2,0,0,1,1,1,0.24,0.2879,0.65,0,15
831,2011-02-07,1,0,2,1,0,1,1,1,0.22,0.2727,0.75,0,5
832,2011-02-07,1,0,2,2,0,1,1,1,0.2,0.2576,0.8,0,3
833,2011-02-07,1,0,2,3,0,1,1,1,0.2,0.2576,0.86,0,1
834,2011-02-07,1,0,2,4,0,1,1,1,0.2,0.2576,0.86,0,2
835,2011-02-07,1,0,2,5,0,1,1,1,0.2,0.2576,0.86,0,10
836,2011-02-07,1,0,2,6,0,1,1,1,0.18,0.2424,0.93,0,30
837,2011-02-07,1,0,2,7,0,1,1,1,0.18,0.2424,0.86,0,95
838,2011-02-07,1,0,2,8,0,1,1,2,0.16,0.2273,1,0,230
839,2011-02-07,1,0,2,9,0,1,1,1,0.22,0.2727,0.8,0,118
840,2011-02-07,1,0,2,10,0,1,1,1,0.24,0.2576,0.75,0.1045,55
841,2011-02-07,1,0,2,11,0,1,1,1,0.3,0.3182,0.65,0.0896,47
842,2011-02-07,1,0,2,12,0,1,1,2,0.32,0.3485,0.62,0,66
843,2011-02-07,1,0,2,13,0,1,1,2,0.36,0.3636,0.57,0.0896,64
844,2011-02-07,1,0,2,14,0,1,1,2,0.36,0.3636,0.57,0.0896,60
845,2011-02-07,1,0,2,15,0,1,1,2,0.38,0.3939,0.54,0.0896,50
846,2011-02-07,1,0,2,16,0,1,1,2,0.36,0.3485,0.57,0.1343,114
847,2011-02-07,1,0,2,17,0,1,1,2,0.32,0.3182,0.7,0.1642,216
848,2011-02-07,1,0,2,18,0,1,1,2,0.34,0.3333,0.66,0.1343,175
849,2011-02-07,1,0,2,19,0,1,1,2,0.32,0.3485,0.7,0,128
850,2011-02-07,1,0,2,20,0,1,1,2,0.32,0.3333,0.7,0.1045,88
851,2011-02-07,1,0,2,21,0,1,1,1,0.32,0.3485,0.7,0,78
852,2011-02-07,1,0,2,22,0,1,1,1,0.28,0.303,0.81,0.0896,37
853,2011-02-07,1,0,2,23,0,1,1,2,0.3,0.3333,0.81,0,25
854,2011-02-08,1,0,2,0,0,2,1,2,0.28,0.3182,0.87,0,10
855,2011-02-08,1,0,2,1,0,2,1,2,0.28,0.3182,0.87,0,4
856,2011-02-08,1,0,2,2,0,2,1,2,0.26,0.2727,0.93,0.1045,2
857,2011-02-08,1,0,2,3,0,2,1,3,0.28,0.2727,0.93,0.1642,1
858,2011-02-08,1,0,2,4,0,2,1,1,0.26,0.2576,0.93,0.1642,3
859,2011-02-08,1,0,2,5,0,2,1,1,0.26,0.2273,0.81,0.3284,2
860,2011-02-08,1,0,2,6,0,2,1,1,0.26,0.2273,0.7,0.3284,39
861,2011-02-08,1,0,2,7,0,2,1,1,0.24,0.197,0.65,0.4179,100
862,2011-02-08,1,0,2,8,0,2,1,1,0.24,0.197,0.56,0.4925,243
863,2011-02-08,1,0,2,9,0,2,1,1,0.24,0.197,0.52,0.4925,135
864,2011-02-08,1,0,2,10,0,2,1,1,0.22,0.1818,0.47,0.5522,48
865,2011-02-08,1,0,2,11,0,2,1,1,0.22,0.1818,0.47,0.4627,50
866,2011-02-08,1,0,2,12,0,2,1,1,0.24,0.197,0.38,0.4925,65
867,2011-02-08,1,0,2,13,0,2,1,2,0.24,0.197,0.32,0.4478,50
868,2011-02-08,1,0,2,14,0,2,1,1,0.22,0.197,0.37,0.4179,64
869,2011-02-08,1,0,2,15,0,2,1,1,0.22,0.197,0.35,0.3881,51
870,2011-02-08,1,0,2,16,0,2,1,1,0.22,0.1818,0.35,0.5224,83
871,2011-02-08,1,0,2,17,0,2,1,1,0.22,0.1818,0.32,0.5821,176
872,2011-02-08,1,0,2,18,0,2,1,1,0.2,0.1818,0.32,0.3881,152
873,2011-02-08,1,0,2,19,0,2,1,1,0.16,0.1212,0.4,0.4627,101
874,2011-02-08,1,0,2,20,0,2,1,1,0.16,0.1364,0.4,0.3284,56
875,2011-02-08,1,0,2,21,0,2,1,1,0.14,0.1061,0.33,0.4627,54
876,2011-02-08,1,0,2,22,0,2,1,1,0.12,0.1061,0.33,0.3582,29
877,2011-02-08,1,0,2,23,0,2,1,1,0.12,0.1061,0.33,0.3284,12
878,2011-02-09,1,0,2,0,0,3,1,1,0.1,0.0758,0.36,0.3582,17
879,2011-02-09,1,0,2,1,0,3,1,1,0.1,0.1061,0.36,0.2239,7
880,2011-02-09,1,0,2,2,0,3,1,1,0.08,0.0758,0.38,0.2836,3
881,2011-02-09,1,0,2,3,0,3,1,1,0.06,0.0758,0.45,0.1343,2
882,2011-02-09,1,0,2,5,0,3,1,1,0.06,0.1061,0.45,0.1045,7
883,2011-02-09,1,0,2,6,0,3,1,1,0.06,0.1515,0.45,0,43
884,2011-02-09,1,0,2,7,0,3,1,1,0.06,0.1061,0.49,0.1045,99
885,2011-02-09,1,0,2,8,0,3,1,1,0.1,0.1364,0.42,0,199
